# TEST CONFIGURATION BEGIN
# DataStream(n_targets=-1, target_idx=1, cat_features=None, name=None)
# [M0] LeveragingBaggingClassifier(base_estimator=HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=None, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05), delta=0.002, enable_code_matrix=False, leverage_algorithm='leveraging_bag', n_estimators=10, random_state=None, w=6)
# EvaluatePrequential(batch_size=1000, data_points_for_classification=False, max_samples=1000000, max_time=inf, metrics=['accuracy', 'f1', 'kappa', 'running_time', 'model_size'], n_wait=200, output_file='/content/drive/My Drive/Colab ' 'Notebooks/Projects/TIS-IEEE-2020/outputs/output_leverage_m_mc.csv', pretrain_size=2000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[M0],current_acc_[M0],mean_f1_[M0],current_f1_[M0],mean_kappa_[M0],current_kappa_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
155000,0.729130,0.765000,0.420641,0.373418,0.659141,0.691145,8998.282895,609.677353,9607.960248,37269.811523
156000,0.729374,0.750000,0.420606,0.369869,0.659405,0.679302,9044.290881,612.055550,9656.346431,37387.311523
157000,0.729731,0.780000,0.421652,0.388903,0.659819,0.720803,9090.104559,614.238528,9704.343087,37688.799805
158000,0.729936,0.750000,0.421584,0.386803,0.660065,0.685020,9136.151295,616.364958,9752.516253,37803.276367
159000,0.730285,0.760000,0.421547,0.368428,0.660448,0.692041,9181.828398,618.448726,9800.277124,38030.440430
160000,0.730717,0.825000,0.421589,0.429339,0.660951,0.774135,9227.016142,620.545844,9847.561985,38265.272461
161000,0.731031,0.785000,0.421789,0.419032,0.661304,0.724536,9272.371912,622.785076,9895.156988,38716.956055
162000,0.731217,0.755000,0.421714,0.396637,0.661543,0.688404,9320.753423,625.080518,9945.833941,38969.166992
163000,0.731481,0.750000,0.421699,0.391543,0.661842,0.683954,9365.880213,627.230405,9993.110619,39431.416992
164000,0.731859,0.835000,0.421593,0.411580,0.662278,0.781290,9410.667372,629.538963,10040.206335,39609.448242
165000,0.732220,0.800000,0.421711,0.412590,0.662700,0.744311,9454.755002,631.941690,10086.696692,39982.799805
166000,0.732424,0.755000,0.421729,0.447747,0.662949,0.692790,9502.674832,634.308322,10136.983154,40457.651367
167000,0.732723,0.825000,0.421968,0.607817,0.663311,0.774368,9548.243779,636.703667,10184.947446,40572.416992
168000,0.733096,0.755000,0.422238,0.391346,0.663742,0.687649,9593.842602,639.087207,10232.929808,40693.924805
169000,0.733375,0.790000,0.422269,0.391732,0.664045,0.723748,9639.522144,641.759585,10281.281730,40723.600586
170000,0.733568,0.730000,0.422247,0.395117,0.664243,0.657012,9685.442042,643.886635,10329.328677,40976.971680
