# TEST CONFIGURATION BEGIN
# DataStream(n_targets=-1, target_idx=1, cat_features=None, name=None)
# [M0] LeveragingBaggingClassifier(base_estimator=HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=None, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05), delta=0.002, enable_code_matrix=False, leverage_algorithm='leveraging_bag', n_estimators=10, random_state=None, w=4.0)
# EvaluatePrequential(batch_size=1000, data_points_for_classification=False, max_samples=1000000, max_time=inf, metrics=['accuracy', 'f1', 'kappa', 'running_time', 'model_size'], n_wait=200, output_file='/content/drive/My Drive/Colab ' 'Notebooks/Projects/TIS-IEEE-2020/outputs/output_leverage_m.csv', pretrain_size=2000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[M0],current_acc_[M0],mean_f1_[M0],current_f1_[M0],mean_kappa_[M0],current_kappa_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
117000,0.938371,0.950000,0.955370,0.963235,0.855884,0.885163,1904.166539,151.156145,2055.322684,58245.557617
118000,0.938419,0.965000,0.955397,0.974170,0.856030,0.919908,1919.961608,152.554271,2072.515878,58712.221680
119000,0.938347,0.945000,0.955338,0.960000,0.855889,0.872004,1935.652022,153.963370,2089.615392,59259.479492
120000,0.938328,0.950000,0.955321,0.965753,0.855854,0.873161,1951.783745,155.415554,2107.199299,59725.018555
121000,0.938392,0.930000,0.955362,0.947368,0.856022,0.842891,1968.782651,156.923030,2125.705681,60279.686523
122000,0.938355,0.935000,0.955335,0.950943,0.855943,0.854846,1984.992961,158.549265,2143.542226,60773.358398
123000,0.938287,0.905000,0.955293,0.934256,0.855752,0.763446,2000.623419,159.939865,2160.563285,61543.311523
124000,0.938423,0.965000,0.955387,0.975779,0.856087,0.912718,2016.109216,161.361241,2177.470457,62044.663086
125000,0.938444,0.935000,0.955405,0.954704,0.856125,0.839783,2031.791454,162.784241,2194.575696,62521.811523
126000,0.938448,0.960000,0.955404,0.969466,0.856152,0.911534,2047.717173,164.273794,2211.990967,62779.893555
127000,0.938476,0.945000,0.955415,0.957529,0.856254,0.879544,2063.319084,165.727729,2229.046813,63117.545898
128000,0.938567,0.935000,0.955486,0.953405,0.856442,0.846008,2079.084202,167.145836,2246.230038,63227.776367
129000,0.938609,0.960000,0.955525,0.972028,0.856510,0.901901,2094.867998,168.619791,2263.487789,63523.061523
130000,0.938721,0.950000,0.955604,0.964789,0.856777,0.878641,2110.420637,170.066873,2280.487510,63785.018555
131000,0.938708,0.925000,0.955589,0.941176,0.856765,0.837943,2125.935101,171.503897,2297.438998,64108.561523
132000,0.938870,0.945000,0.955699,0.962199,0.857178,0.861391,2142.305962,172.937582,2315.243545,64572.026367
133000,0.938818,0.920000,0.955656,0.939850,0.857075,0.820527,2158.425742,174.324305,2332.750048,65123.678711
134000,0.938857,0.945000,0.955685,0.958491,0.857163,0.877040,2174.274772,175.782635,2350.057407,65577.381836
135000,0.938813,0.915000,0.955649,0.933852,0.857075,0.814976,2190.265271,177.224605,2367.489876,66026.303711
136000,0.938933,0.965000,0.955733,0.976271,0.857367,0.909677,2205.955600,178.661851,2384.617452,66295.131836
137000,0.938993,0.955000,0.955783,0.969492,0.857478,0.883811,2221.570135,180.107917,2401.678052,66726.846680
138000,0.938985,0.930000,0.955771,0.949275,0.857487,0.836449,2238.231285,181.659459,2419.890744,66976.217773
139000,0.938949,0.945000,0.955738,0.958175,0.857428,0.878049,2254.389512,183.192170,2437.581682,67305.463867
140000,0.939007,0.965000,0.955780,0.975265,0.857563,0.915439,2270.095470,184.620435,2454.715906,67647.381836
141000,0.939129,0.930000,0.955863,0.947368,0.857867,0.842908,2285.765773,186.055385,2471.821158,67856.307617
142000,0.939206,0.965000,0.955920,0.975265,0.858042,0.915439,2301.249487,187.477377,2488.726864,68329.733398
